node,betweenness,clustering,degree,deg_one,deg_two,deg_three,deg_greater
0318070901e08df311cdc6cdb8a0b4a43a3690c5b32d1fb9d8e99d1a625a65e5f2,7975417.030722759,0.12633774714311627,149,0.006711409395973154,0.020134228187919462,0.040268456375838924,0.9328859060402684
0227230b7b685f1742b944bfc5d79ddc8c5a90b68499775ee10895f87307d8d22e,4127357.719314917,0.008557232241442768,209,0.6794258373205742,0.0861244019138756,0.004784688995215311,0.22966507177033493
03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,3829918.240529701,0.06844639768105101,293,0.013651877133105802,0.027303754266211604,0.04778156996587031,0.9112627986348123
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,3535017.741809012,0.011851311823750633,822,0.24695863746958638,0.11557177615571776,0.07177615571776155,0.5656934306569343
022f557d20f93af9785573a2807c14c93988c6c9ce3e2b6cd993bc83d44901259f,3037777.882441983,0.717948717948718,13,0.0,0.0,0.0,1.0
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,2964964.696109534,0.00729319403714565,1024,0.1376953125,0.1123046875,0.0947265625,0.6552734375
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,2388665.71304834,0.011845390684822052,1226,0.05628058727569331,0.08809135399673736,0.0929853181076672,0.7626427406199021
023d70f2f76d283c6c4e58109ee3a2816eb9d8feb40b23d62469060a2b2867b77f,2278058.677381406,0.0037890072242496462,464,0.7198275862068966,0.04310344827586207,0.017241379310344827,0.21982758620689655
03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,2136605.3022161936,0.019291318906492078,749,0.0801068090787717,0.06675567423230974,0.06141522029372497,0.7917222963951935
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,2074925.0316073329,0.11311389759665622,88,0.056818181818181816,0.03409090909090909,0.07954545454545454,0.8295454545454546
02433a4392aae169249949ba4af6658e1cc985cfaf87fd3898bf58f3a543b31dd1,1749424.2495317236,0.21978021978021978,14,0.0,0.0,0.0,1.0
03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,1492325.0832042403,0.03150747319173602,582,0.041237113402061855,0.0429553264604811,0.06529209621993128,0.8505154639175257
03527fd98d029994a0dfbf8be345fd44e741963ad67e26f977500187893b019b22,1480303.3278407627,0.47619047619047616,7,0.0,0.0,0.0,1.0
02462361f699ee46547b910d0af2717a06e84593db79044afed3794047697d57f1,1391357.4270140966,0.08021176705623814,142,0.0,0.007042253521126761,0.035211267605633804,0.9577464788732394
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,1333095.1810501013,0.03005786887365835,704,0.04403409090909091,0.05113636363636364,0.056818181818181816,0.8480113636363636
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,1250508.5158349734,0.02455558413376969,823,0.0583232077764277,0.05710814094775213,0.07411907654921021,0.81044957472661
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,1209762.4673204406,0.09063513081594447,363,0.0027548209366391185,0.0027548209366391185,0.008264462809917356,0.9862258953168044
02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420,1152600.1639572212,0.14754222525183672,163,0.024539877300613498,0.006134969325153374,0.018404907975460124,0.950920245398773
0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,1125867.9948088895,0.009598293636686812,291,0.436426116838488,0.09621993127147767,0.054982817869415807,0.41237113402061853
02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,1117453.3343599215,0.024775746075556323,528,0.06628787878787878,0.07007575757575757,0.058712121212121215,0.8049242424242424
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,1107377.4082086084,0.03352839518847424,484,0.09504132231404959,0.06611570247933884,0.05785123966942149,0.78099173553719
0395033b252c6f40e3756984162d68174e2bd8060a129c0d3462a9370471c6d28f,1057564.4428145161,0.027693407182419152,580,0.10689655172413794,0.09482758620689655,0.06724137931034482,0.7310344827586207
02a0591e848d24246a349fe61c5d7a86bab7c3d9598366675b9c91deb3e31ddf57,1014261.8716598096,0.0024390243902439024,165,0.8666666666666667,0.030303030303030304,0.0,0.10303030303030303
038fed639d43b40621da90b309c40cc376e6d9623586d7002c362064ac73d70a8b,1003816.0865970994,0.44743589743589746,40,0.0,0.0,0.0,1.0
028331898ddfd97c3579f313458c26f495cfc0c0e1dc762b710a5c4f82192a16b1,902972.4367911621,0.24,25,0.0,0.0,0.04,0.96
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,719661.7531455866,0.028718562874251497,501,0.09780439121756487,0.0998003992015968,0.07784431137724551,0.7245508982035929
034495c861a45bbd0e1a4a5cf14b1009122a087e984d110b413b5b89d31235c096,668537.203978041,0.5333333333333333,6,0.0,0.0,0.0,1.0
034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7,566078.2058816388,0.13509615384615384,65,0.07692307692307693,0.046153846153846156,0.046153846153846156,0.8307692307692308
02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,564082.6817165294,0.0594493659892305,304,0.08223684210526316,0.06578947368421052,0.05263157894736842,0.7993421052631579
03757b80302c8dfe38a127c252700ec3052e5168a7ec6ba183cdab2ac7adad3910,561274.9208681231,0.028537874339401057,131,0.5954198473282443,0.015267175572519083,0.015267175572519083,0.37404580152671757
02ca54ce2e1204149fd311b98c9fe29f792d98147f3be48c5aa64a8a2f60d9de61,537103.1588520139,0.4090909090909091,12,0.0,0.0,0.0,1.0
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,498130.35969545174,0.07296380090497738,273,0.07692307692307693,0.08058608058608059,0.05860805860805861,0.7838827838827839
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,497523.5130926405,0.07062055591467356,273,0.0695970695970696,0.06227106227106227,0.06593406593406594,0.8021978021978022
03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,453196.72055528586,0.08765230041825786,235,0.03404255319148936,0.06382978723404255,0.05106382978723404,0.851063829787234
028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,441708.55513747706,0.08658653334751622,238,0.029411764705882353,0.07142857142857142,0.046218487394957986,0.8529411764705882
02024ae8cc0144ea1e13071d8c7e9ee1aaf5df25c082658c9021c8cb53daa3b4f7,439524.43373446574,0.23684210526315788,20,0.0,0.0,0.0,1.0
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,438953.8757738871,0.08645208219676305,235,0.03829787234042553,0.04680851063829787,0.08936170212765958,0.825531914893617
02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,428938.51961219055,0.07901806391848078,255,0.050980392156862744,0.043137254901960784,0.06666666666666667,0.8392156862745098
022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0,427034.3866455104,0.08310601927623204,235,0.04680851063829787,0.059574468085106386,0.06382978723404255,0.8297872340425532
02a04446caa81636d60d63b066f2814cbd3a6b5c258e3172cbdded7a16e2cfff4c,421856.8360592168,0.09936928023744744,312,0.01282051282051282,0.022435897435897436,0.03205128205128205,0.9326923076923077
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,412128.0956530812,0.08578957274609449,231,0.08225108225108226,0.05194805194805195,0.06493506493506493,0.8008658008658008
022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,409408.1911314017,0.07916756060931131,237,0.0759493670886076,0.07172995780590717,0.06751054852320675,0.7848101265822784
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,403970.67670747126,0.08569664963478618,242,0.04132231404958678,0.1115702479338843,0.049586776859504134,0.7975206611570248
03817e6563dc36585b4510ff5fa50c0fe9a763ef14aa0bb8d10ead54c99c2da41d,400442.8328211729,0.021739130434782608,92,0.5978260869565217,0.06521739130434782,0.043478260869565216,0.29347826086956524
032261d6ec5fb578919e2455f2061d27bd93df57b26d78cdf7bad38f1368d0531b,366939.8817400499,0.16363636363636364,11,0.0,0.0,0.0,1.0
035f5236d7e6c6d16107c1f86e4514e6ccdd6b2c13c2abc1d7a83cd26ecb4c1d0e,364941.53904885746,0.11216216216216217,185,0.032432432432432434,0.05405405405405406,0.05405405405405406,0.8594594594594595
0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782,361704.25527966046,0.09360730593607305,220,0.02727272727272727,0.05909090909090909,0.045454545454545456,0.8681818181818182
024b0f1e453299eb39fd629ebc0f881e7714a86eb86f173b11f7606fcb4731e246,359421.18560576014,0.018633540372670808,70,0.7285714285714285,0.02857142857142857,0.014285714285714285,0.22857142857142856
03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf,355347.0,0.0006493506493506494,56,0.9642857142857143,0.0,0.0,0.03571428571428571
031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,354773.6653213337,0.09897790166848462,223,0.05829596412556054,0.053811659192825115,0.04932735426008968,0.8385650224215246
03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,350338.7975860594,0.08156243675369358,244,0.06967213114754098,0.05737704918032787,0.05737704918032787,0.8155737704918032
03ae5e2427a98d54c2509010a78274c87952c3d024ec03ed63d3ff093d4dc7304f,315256.69188369816,0.4,25,0.0,0.04,0.0,0.96
02bb24da3d0fb0793f4918c7599f973cc402f0912ec3fb530470f1fc08bdd6ecb5,313352.46168478584,0.11171028284430347,195,0.046153846153846156,0.03076923076923077,0.041025641025641026,0.882051282051282
03e5ea100e6b1ef3959f79627cb575606b19071235c48b3e7f9808ebcd6d12e87d,299520.8249859782,0.10818848382300159,198,0.06565656565656566,0.0707070707070707,0.05555555555555555,0.8080808080808081
031323ada7468dfa2475aed33b48c785c51350be319ec4a7b0c9d2f368de4e1a59,283485.83297818934,0.21428571428571427,8,0.0,0.0,0.0,1.0
03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,274288.3247549547,0.0858705507297242,262,0.07633587786259542,0.04961832061068702,0.04961832061068702,0.8244274809160306
024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,249884.00804146926,0.096987087517934,205,0.02926829268292683,0.1024390243902439,0.03902439024390244,0.8292682926829268
02bdec497f62a689e1a1094814fc02206ff98d1ce08c564e06269c136d4ecc3e4c,239668.21140907874,0.3611111111111111,9,0.0,0.1111111111111111,0.0,0.8888888888888888
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,224052.17705816985,0.07070761884089428,272,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.8823529411764706
031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,213162.54998959773,0.06444906444906445,222,0.04054054054054054,0.04054054054054054,0.036036036036036036,0.8828828828828829
03c75ddddd9d0c8b087fb8ac77199c2a132c78b011ccab893dc6a2735ac30b8179,211274.61382783885,0.29894179894179895,28,0.0,0.03571428571428571,0.0,0.9642857142857143
032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,209194.12996872517,0.07336882336882337,297,0.06397306397306397,0.0707070707070707,0.050505050505050504,0.8148148148148148
03271338633d2d37b285dae4df40b413d8c6c791fbee7797bc5dc70812196d7d5c,202665.127716814,0.08148681919173723,183,0.0273224043715847,0.04371584699453552,0.01092896174863388,0.9180327868852459
0340564f388bb95eaefaaabc755ba4d8ad9bf0b052bd6cb55d16bcccb921f2929d,198773.55777334556,0.3,5,0.0,0.0,0.0,1.0
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,197071.51763770802,0.053685067337575845,233,0.04291845493562232,0.06437768240343347,0.04291845493562232,0.8497854077253219
03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,192996.99702928666,0.051203277009728626,217,0.018433179723502304,0.059907834101382486,0.055299539170506916,0.8663594470046083
028b3ba3aa14be49e5096758c2b062114251eafd9a3dec502c64f3f079322672cb,183126.93887952913,0.11054421768707483,49,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.8571428571428571
0379e31eb521ca395e4e0b42d4fff1985408f5e670085c3beaafa7260f1efcbe84,182619.55650504894,0.1437908496732026,18,0.05555555555555555,0.0,0.0,0.9444444444444444
02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6,176820.38253838377,0.11210846776724626,179,0.05027932960893855,0.0335195530726257,0.0446927374301676,0.8715083798882681
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,172680.48145192073,0.048417132216014895,180,0.07777777777777778,0.05,0.03888888888888889,0.8333333333333334
03634bda49c9c42afd876d8288802942c49e58fbec3844ff54b46143bfcb6cdfaf,172348.21705027978,0.01381578947368421,96,0.22916666666666666,0.13541666666666666,0.11458333333333333,0.5208333333333334
020d1cbb82676af152d87d5c2865f113936624c249bf9dcd54d4aeae52ffc8c5e1,170478.5066012647,0.13186813186813187,14,0.0,0.14285714285714285,0.0,0.8571428571428571
